ORDEN,NOMBRE REGIÓN,Código Región,NOMBRE PROVINCIA,Código Provincia,NOMBRE COMUNA,Código Comuna,Edad,Hombres,Mujeres,TOTAL
3708,MAULE,7,TALCA,71,TALCA,7101,55 a 59,6025,7184,13209
3709,MAULE,7,TALCA,71,TALCA,7101,60 a 64,5136,6113,11249
3710,MAULE,7,TALCA,71,TALCA,7101,65 a 69,4051,4857,8908
3711,MAULE,7,TALCA,71,TALCA,7101,70 a 74,3023,3919,6942
3712,MAULE,7,TALCA,71,TALCA,7101,75 a 79,2018,2609,4627
3713,MAULE,7,TALCA,71,TALCA,7101,80 a 84,1179,1840,3019
3714,MAULE,7,TALCA,71,TALCA,7101,85 a 89,645,1230,1875
3715,MAULE,7,TALCA,71,TALCA,7101,90 a 94,197,496,693
3716,MAULE,7,TALCA,71,TALCA,7101,95 a 99,41,144,185
3717,MAULE,7,TALCA,71,TALCA,7101,100 o más,14,59,73
3718,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,Total Comunal,23005,23063,46068
3719,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,0 a 4,1755,1633,3388
3720,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,5 a 9,1714,1646,3360
3721,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,10 a 14,1711,1707,3418
3722,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,15 a 19,1638,1540,3178
3723,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,20 a 24,1483,1527,3010
3724,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,25 a 29,1844,1880,3724
3725,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,30 a 34,1525,1600,3125
3726,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,35 a 39,1611,1628,3239
3727,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,40 a 44,1702,1695,3397
3728,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,45 a 49,1558,1573,3131
3729,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,50 a 54,1617,1660,3277
3730,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,55 a 59,1420,1409,2829
3731,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,60 a 64,1155,1173,2328
3732,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,65 a 69,913,806,1719
3733,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,70 a 74,623,584,1207
3734,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,75 a 79,353,461,814
3735,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,80 a 84,206,275,481
3736,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,85 a 89,114,183,297
3737,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,90 a 94,43,53,96
3738,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,95 a 99,15,23,38
3739,MAULE,7,TALCA,71,CONSTITUCIÓN,7102,100 o más,5,7,12
3740,MAULE,7,TALCA,71,CUREPTO,7103,Total Comunal,4852,4596,9448
3741,MAULE,7,TALCA,71,CUREPTO,7103,0 a 4,208,215,423
3742,MAULE,7,TALCA,71,CUREPTO,7103,5 a 9,259,252,511
3743,MAULE,7,TALCA,71,CUREPTO,7103,10 a 14,297,227,524
3744,MAULE,7,TALCA,71,CUREPTO,7103,15 a 19,314,250,564
3745,MAULE,7,TALCA,71,CUREPTO,7103,20 a 24,242,237,479
3746,MAULE,7,TALCA,71,CUREPTO,7103,25 a 29,253,276,529
3747,MAULE,7,TALCA,71,CUREPTO,7103,30 a 34,262,238,500
3748,MAULE,7,TALCA,71,CUREPTO,7103,35 a 39,250,296,546
3749,MAULE,7,TALCA,71,CUREPTO,7103,40 a 44,331,315,646
3750,MAULE,7,TALCA,71,CUREPTO,7103,45 a 49,370,287,657
3751,MAULE,7,TALCA,71,CUREPTO,7103,50 a 54,382,341,723
3752,MAULE,7,TALCA,71,CUREPTO,7103,55 a 59,381,345,726
3753,MAULE,7,TALCA,71,CUREPTO,7103,60 a 64,375,311,686
3754,MAULE,7,TALCA,71,CUREPTO,7103,65 a 69,268,268,536
3755,MAULE,7,TALCA,71,CUREPTO,7103,70 a 74,234,198,432
3756,MAULE,7,TALCA,71,CUREPTO,7103,75 a 79,192,236,428
3757,MAULE,7,TALCA,71,CUREPTO,7103,80 a 84,126,160,286
3758,MAULE,7,TALCA,71,CUREPTO,7103,85 a 89,75,86,161
3759,MAULE,7,TALCA,71,CUREPTO,7103,90 a 94,25,47,72
3760,MAULE,7,TALCA,71,CUREPTO,7103,95 a 99,6,11,17
3761,MAULE,7,TALCA,71,CUREPTO,7103,100 o más,2,0,2
3762,MAULE,7,TALCA,71,EMPEDRADO,7104,Total Comunal,2199,1943,4142
3763,MAULE,7,TALCA,71,EMPEDRADO,7104,0 a 4,136,108,244
3764,MAULE,7,TALCA,71,EMPEDRADO,7104,5 a 9,157,146,303
3765,MAULE,7,TALCA,71,EMPEDRADO,7104,10 a 14,149,137,286
3766,MAULE,7,TALCA,71,EMPEDRADO,7104,15 a 19,140,122,262
3767,MAULE,7,TALCA,71,EMPEDRADO,7104,20 a 24,139,138,277
3768,MAULE,7,TALCA,71,EMPEDRADO,7104,25 a 29,148,153,301
3769,MAULE,7,TALCA,71,EMPEDRADO,7104,30 a 34,135,141,276
3770,MAULE,7,TALCA,71,EMPEDRADO,7104,35 a 39,167,144,311
3771,MAULE,7,TALCA,71,EMPEDRADO,7104,40 a 44,181,144,325
3772,MAULE,7,TALCA,71,EMPEDRADO,7104,45 a 49,172,162,334
3773,MAULE,7,TALCA,71,EMPEDRADO,7104,50 a 54,140,111,251
3774,MAULE,7,TALCA,71,EMPEDRADO,7104,55 a 59,141,107,248
3775,MAULE,7,TALCA,71,EMPEDRADO,7104,60 a 64,115,84,199
3776,MAULE,7,TALCA,71,EMPEDRADO,7104,65 a 69,98,65,163
3777,MAULE,7,TALCA,71,EMPEDRADO,7104,70 a 74,71,71,142
3778,MAULE,7,TALCA,71,EMPEDRADO,7104,75 a 79,54,42,96
3779,MAULE,7,TALCA,71,EMPEDRADO,7104,80 a 84,32,36,68
3780,MAULE,7,TALCA,71,EMPEDRADO,7104,85 a 89,14,23,37
3781,MAULE,7,TALCA,71,EMPEDRADO,7104,90 a 94,6,8,14
3782,MAULE,7,TALCA,71,EMPEDRADO,7104,95 a 99,0,0,0
3783,MAULE,7,TALCA,71,EMPEDRADO,7104,100 o más,4,1,5
3784,MAULE,7,TALCA,71,MAULE,7105,Total Comunal,24259,25462,49721
3785,MAULE,7,TALCA,71,MAULE,7105,0 a 4,2194,2206,4400
3786,MAULE,7,TALCA,71,MAULE,7105,5 a 9,2390,2162,4552
3787,MAULE,7,TALCA,71,MAULE,7105,10 a 14,2056,1906,3962
3788,MAULE,7,TALCA,71,MAULE,7105,15 a 19,1853,1824,3677
3789,MAULE,7,TALCA,71,MAULE,7105,20 a 24,1665,1799,3464
3790,MAULE,7,TALCA,71,MAULE,7105,25 a 29,1928,2193,4121
3791,MAULE,7,TALCA,71,MAULE,7105,30 a 34,1963,2286,4249
3792,MAULE,7,TALCA,71,MAULE,7105,35 a 39,1947,2240,4187
3793,MAULE,7,TALCA,71,MAULE,7105,40 a 44,1830,1909,3739
3794,MAULE,7,TALCA,71,MAULE,7105,45 a 49,1510,1702,3212
3795,MAULE,7,TALCA,71,MAULE,7105,50 a 54,1384,1483,2867
3796,MAULE,7,TALCA,71,MAULE,7105,55 a 59,1093,1121,2214
3797,MAULE,7,TALCA,71,MAULE,7105,60 a 64,850,858,1708
3798,MAULE,7,TALCA,71,MAULE,7105,65 a 69,615,612,1227
3799,MAULE,7,TALCA,71,MAULE,7105,70 a 74,452,475,927
3800,MAULE,7,TALCA,71,MAULE,7105,75 a 79,261,302,563
3801,MAULE,7,TALCA,71,MAULE,7105,80 a 84,147,207,354
3802,MAULE,7,TALCA,71,MAULE,7105,85 a 89,80,112,192
3803,MAULE,7,TALCA,71,MAULE,7105,90 a 94,30,46,76
3804,MAULE,7,TALCA,71,MAULE,7105,95 a 99,8,15,23
3805,MAULE,7,TALCA,71,MAULE,7105,100 o más,3,4,7
3806,MAULE,7,TALCA,71,PELARCO,7106,Total Comunal,4231,4191,8422
3807,MAULE,7,TALCA,71,PELARCO,7106,0 a 4,298,285,583
3808,MAULE,7,TALCA,71,PELARCO,7106,5 a 9,271,258,529
3809,MAULE,7,TALCA,71,PELARCO,7106,10 a 14,294,243,537
3810,MAULE,7,TALCA,71,PELARCO,7106,15 a 19,273,263,536
3811,MAULE,7,TALCA,71,PELARCO,7106,20 a 24,279,325,604
3812,MAULE,7,TALCA,71,PELARCO,7106,25 a 29,310,323,633
3813,MAULE,7,TALCA,71,PELARCO,7106,30 a 34,233,257,490
3814,MAULE,7,TALCA,71,PELARCO,7106,35 a 39,240,249,489
3815,MAULE,7,TALCA,71,PELARCO,7106,40 a 44,272,300,572
3816,MAULE,7,TALCA,71,PELARCO,7106,45 a 49,295,290,585
3817,MAULE,7,TALCA,71,PELARCO,7106,50 a 54,324,306,630
3818,MAULE,7,TALCA,71,PELARCO,7106,55 a 59,283,251,534
3819,MAULE,7,TALCA,71,PELARCO,7106,60 a 64,238,236,474
3820,MAULE,7,TALCA,71,PELARCO,7106,65 a 69,202,190,392
3821,MAULE,7,TALCA,71,PELARCO,7106,70 a 74,174,141,315
3822,MAULE,7,TALCA,71,PELARCO,7106,75 a 79,97,110,207
3823,MAULE,7,TALCA,71,PELARCO,7106,80 a 84,84,94,178
3824,MAULE,7,TALCA,71,PELARCO,7106,85 a 89,39,44,83
3825,MAULE,7,TALCA,71,PELARCO,7106,90 a 94,17,22,39
3826,MAULE,7,TALCA,71,PELARCO,7106,95 a 99,4,2,6
3827,MAULE,7,TALCA,71,PELARCO,7106,100 o más,4,2,6
3828,MAULE,7,TALCA,71,PENCAHUE,7107,Total Comunal,4242,4003,8245
3829,MAULE,7,TALCA,71,PENCAHUE,7107,0 a 4,220,231,451
3830,MAULE,7,TALCA,71,PENCAHUE,7107,5 a 9,298,225,523
3831,MAULE,7,TALCA,71,PENCAHUE,7107,10 a 14,239,257,496
3832,MAULE,7,TALCA,71,PENCAHUE,7107,15 a 19,291,274,565
3833,MAULE,7,TALCA,71,PENCAHUE,7107,20 a 24,242,280,522
3834,MAULE,7,TALCA,71,PENCAHUE,7107,25 a 29,240,242,482
3835,MAULE,7,TALCA,71,PENCAHUE,7107,30 a 34,197,238,435
3836,MAULE,7,TALCA,71,PENCAHUE,7107,35 a 39,260,274,534
3837,MAULE,7,TALCA,71,PENCAHUE,7107,40 a 44,295,294,589
3838,MAULE,7,TALCA,71,PENCAHUE,7107,45 a 49,338,306,644
3839,MAULE,7,TALCA,71,PENCAHUE,7107,50 a 54,345,312,657
3840,MAULE,7,TALCA,71,PENCAHUE,7107,55 a 59,335,242,577
3841,MAULE,7,TALCA,71,PENCAHUE,7107,60 a 64,283,211,494
3842,MAULE,7,TALCA,71,PENCAHUE,7107,65 a 69,214,205,419
3843,MAULE,7,TALCA,71,PENCAHUE,7107,70 a 74,203,128,331
3844,MAULE,7,TALCA,71,PENCAHUE,7107,75 a 79,98,123,221
3845,MAULE,7,TALCA,71,PENCAHUE,7107,80 a 84,76,72,148
3846,MAULE,7,TALCA,71,PENCAHUE,7107,85 a 89,45,54,99
3847,MAULE,7,TALCA,71,PENCAHUE,7107,90 a 94,18,23,41
3848,MAULE,7,TALCA,71,PENCAHUE,7107,95 a 99,4,10,14
3849,MAULE,7,TALCA,71,PENCAHUE,7107,100 o más,1,2,3
3850,MAULE,7,TALCA,71,RÍO CLARO,7108,Total Comunal,7246,6660,13906
3851,MAULE,7,TALCA,71,RÍO CLARO,7108,0 a 4,431,421,852
3852,MAULE,7,TALCA,71,RÍO CLARO,7108,5 a 9,472,430,902
3853,MAULE,7,TALCA,71,RÍO CLARO,7108,10 a 14,465,437,902
3854,MAULE,7,TALCA,71,RÍO CLARO,7108,15 a 19,433,443,876
3855,MAULE,7,TALCA,71,RÍO CLARO,7108,20 a 24,517,494,1011
3856,MAULE,7,TALCA,71,RÍO CLARO,7108,25 a 29,492,460,952
3857,MAULE,7,TALCA,71,RÍO CLARO,7108,30 a 34,431,417,848
3858,MAULE,7,TALCA,71,RÍO CLARO,7108,35 a 39,447,424,871
3859,MAULE,7,TALCA,71,RÍO CLARO,7108,40 a 44,534,495,1029
3860,MAULE,7,TALCA,71,RÍO CLARO,7108,45 a 49,481,494,975
3861,MAULE,7,TALCA,71,RÍO CLARO,7108,50 a 54,629,522,1151
3862,MAULE,7,TALCA,71,RÍO CLARO,7108,55 a 59,505,403,908
3863,MAULE,7,TALCA,71,RÍO CLARO,7108,60 a 64,441,367,808
3864,MAULE,7,TALCA,71,RÍO CLARO,7108,65 a 69,345,283,628
3865,MAULE,7,TALCA,71,RÍO CLARO,7108,70 a 74,264,228,492
3866,MAULE,7,TALCA,71,RÍO CLARO,7108,75 a 79,178,180,358
3867,MAULE,7,TALCA,71,RÍO CLARO,7108,80 a 84,97,93,190
3868,MAULE,7,TALCA,71,RÍO CLARO,7108,85 a 89,47,46,93
3869,MAULE,7,TALCA,71,RÍO CLARO,7108,90 a 94,30,19,49
3870,MAULE,7,TALCA,71,RÍO CLARO,7108,95 a 99,7,3,10
3871,MAULE,7,TALCA,71,RÍO CLARO,7108,100 o más,0,1,1
3872,MAULE,7,TALCA,71,SAN CLEMENTE,7109,Total Comunal,21677,21592,43269
3873,MAULE,7,TALCA,71,SAN CLEMENTE,7109,0 a 4,1492,1484,2976
3874,MAULE,7,TALCA,71,SAN CLEMENTE,7109,5 a 9,1580,1553,3133
3875,MAULE,7,TALCA,71,SAN CLEMENTE,7109,10 a 14,1526,1394,2920
3876,MAULE,7,TALCA,71,SAN CLEMENTE,7109,15 a 19,1482,1543,3025
3877,MAULE,7,TALCA,71,SAN CLEMENTE,7109,20 a 24,1567,1602,3169
3878,MAULE,7,TALCA,71,SAN CLEMENTE,7109,25 a 29,1600,1638,3238
3879,MAULE,7,TALCA,71,SAN CLEMENTE,7109,30 a 34,1267,1352,2619
3880,MAULE,7,TALCA,71,SAN CLEMENTE,7109,35 a 39,1223,1397,2620
3881,MAULE,7,TALCA,71,SAN CLEMENTE,7109,40 a 44,1512,1524,3036
3882,MAULE,7,TALCA,71,SAN CLEMENTE,7109,45 a 49,1486,1584,3070
3883,MAULE,7,TALCA,71,SAN CLEMENTE,7109,50 a 54,1587,1541,3128
3884,MAULE,7,TALCA,71,SAN CLEMENTE,7109,55 a 59,1408,1277,2685
3885,MAULE,7,TALCA,71,SAN CLEMENTE,7109,60 a 64,1198,1099,2297
3886,MAULE,7,TALCA,71,SAN CLEMENTE,7109,65 a 69,966,894,1860
3887,MAULE,7,TALCA,71,SAN CLEMENTE,7109,70 a 74,770,659,1429
3888,MAULE,7,TALCA,71,SAN CLEMENTE,7109,75 a 79,506,477,983
3889,MAULE,7,TALCA,71,SAN CLEMENTE,7109,80 a 84,274,308,582
3890,MAULE,7,TALCA,71,SAN CLEMENTE,7109,85 a 89,167,169,336
3891,MAULE,7,TALCA,71,SAN CLEMENTE,7109,90 a 94,46,73,119
3892,MAULE,7,TALCA,71,SAN CLEMENTE,7109,95 a 99,16,19,35
3893,MAULE,7,TALCA,71,SAN CLEMENTE,7109,100 o más,4,5,9
3894,MAULE,7,TALCA,71,SAN RAFAEL,7110,Total Comunal,4569,4622,9191
3895,MAULE,7,TALCA,71,SAN RAFAEL,7110,0 a 4,333,316,649
3896,MAULE,7,TALCA,71,SAN RAFAEL,7110,5 a 9,347,325,672
3897,MAULE,7,TALCA,71,SAN RAFAEL,7110,10 a 14,354,328,682
3898,MAULE,7,TALCA,71,SAN RAFAEL,7110,15 a 19,322,340,662
3899,MAULE,7,TALCA,71,SAN RAFAEL,7110,20 a 24,332,353,685
3900,MAULE,7,TALCA,71,SAN RAFAEL,7110,25 a 29,322,350,672
3901,MAULE,7,TALCA,71,SAN RAFAEL,7110,30 a 34,241,280,521
3902,MAULE,7,TALCA,71,SAN RAFAEL,7110,35 a 39,238,282,520
3903,MAULE,7,TALCA,71,SAN RAFAEL,7110,40 a 44,293,314,607
3904,MAULE,7,TALCA,71,SAN RAFAEL,7110,45 a 49,325,334,659
3905,MAULE,7,TALCA,71,SAN RAFAEL,7110,50 a 54,310,320,630
3906,MAULE,7,TALCA,71,SAN RAFAEL,7110,55 a 59,299,272,571
3907,MAULE,7,TALCA,71,SAN RAFAEL,7110,60 a 64,262,244,506
3908,MAULE,7,TALCA,71,SAN RAFAEL,7110,65 a 69,207,201,408
3909,MAULE,7,TALCA,71,SAN RAFAEL,7110,70 a 74,171,149,320
3910,MAULE,7,TALCA,71,SAN RAFAEL,7110,75 a 79,103,102,205
3911,MAULE,7,TALCA,71,SAN RAFAEL,7110,80 a 84,61,62,123
3912,MAULE,7,TALCA,71,SAN RAFAEL,7110,85 a 89,36,34,70
3913,MAULE,7,TALCA,71,SAN RAFAEL,7110,90 a 94,11,12,23
3914,MAULE,7,TALCA,71,SAN RAFAEL,7110,95 a 99,1,3,4
3915,MAULE,7,TALCA,71,SAN RAFAEL,7110,100 o más,1,1,2
3916,MAULE,7,CAUQUENES,72,CAUQUENES,7201,Total Comunal,19314,21127,40441
3917,MAULE,7,CAUQUENES,72,CAUQUENES,7201,0 a 4,1294,1244,2538
3918,MAULE,7,CAUQUENES,72,CAUQUENES,7201,5 a 9,1331,1349,2680
3919,MAULE,7,CAUQUENES,72,CAUQUENES,7201,10 a 14,1393,1386,2779
3920,MAULE,7,CAUQUENES,72,CAUQUENES,7201,15 a 19,1297,1294,2591
3921,MAULE,7,CAUQUENES,72,CAUQUENES,7201,20 a 24,1064,1207,2271
3922,MAULE,7,CAUQUENES,72,CAUQUENES,7201,25 a 29,1264,1420,2684
3923,MAULE,7,CAUQUENES,72,CAUQUENES,7201,30 a 34,1106,1231,2337
3924,MAULE,7,CAUQUENES,72,CAUQUENES,7201,35 a 39,1209,1377,2586
3925,MAULE,7,CAUQUENES,72,CAUQUENES,7201,40 a 44,1299,1363,2662
3926,MAULE,7,CAUQUENES,72,CAUQUENES,7201,45 a 49,1327,1438,2765
3927,MAULE,7,CAUQUENES,72,CAUQUENES,7201,50 a 54,1464,1477,2941
3928,MAULE,7,CAUQUENES,72,CAUQUENES,7201,55 a 59,1274,1418,2692
3929,MAULE,7,CAUQUENES,72,CAUQUENES,7201,60 a 64,1106,1173,2279
3930,MAULE,7,CAUQUENES,72,CAUQUENES,7201,65 a 69,820,1006,1826
3931,MAULE,7,CAUQUENES,72,CAUQUENES,7201,70 a 74,727,901,1628
3932,MAULE,7,CAUQUENES,72,CAUQUENES,7201,75 a 79,604,705,1309
3933,MAULE,7,CAUQUENES,72,CAUQUENES,7201,80 a 84,382,526,908
3934,MAULE,7,CAUQUENES,72,CAUQUENES,7201,85 a 89,227,370,597
3935,MAULE,7,CAUQUENES,72,CAUQUENES,7201,90 a 94,98,168,266
3936,MAULE,7,CAUQUENES,72,CAUQUENES,7201,95 a 99,24,58,82
3937,MAULE,7,CAUQUENES,72,CAUQUENES,7201,100 o más,4,16,20
3938,MAULE,7,CAUQUENES,72,CHANCO,7202,Total Comunal,4450,4478,8928
3939,MAULE,7,CAUQUENES,72,CHANCO,7202,0 a 4,270,300,570
3940,MAULE,7,CAUQUENES,72,CHANCO,7202,5 a 9,281,273,554
3941,MAULE,7,CAUQUENES,72,CHANCO,7202,10 a 14,320,299,619
3942,MAULE,7,CAUQUENES,72,CHANCO,7202,15 a 19,254,268,522
3943,MAULE,7,CAUQUENES,72,CHANCO,7202,20 a 24,224,233,457
3944,MAULE,7,CAUQUENES,72,CHANCO,7202,25 a 29,277,315,592
3945,MAULE,7,CAUQUENES,72,CHANCO,7202,30 a 34,268,285,553
3946,MAULE,7,CAUQUENES,72,CHANCO,7202,35 a 39,271,280,551
3947,MAULE,7,CAUQUENES,72,CHANCO,7202,40 a 44,279,307,586
3948,MAULE,7,CAUQUENES,72,CHANCO,7202,45 a 49,346,311,657
3949,MAULE,7,CAUQUENES,72,CHANCO,7202,50 a 54,360,339,699
3950,MAULE,7,CAUQUENES,72,CHANCO,7202,55 a 59,356,312,668
3951,MAULE,7,CAUQUENES,72,CHANCO,7202,60 a 64,278,228,506
3952,MAULE,7,CAUQUENES,72,CHANCO,7202,65 a 69,197,202,399
3953,MAULE,7,CAUQUENES,72,CHANCO,7202,70 a 74,180,172,352
3954,MAULE,7,CAUQUENES,72,CHANCO,7202,75 a 79,128,144,272
3955,MAULE,7,CAUQUENES,72,CHANCO,7202,80 a 84,93,105,198
3956,MAULE,7,CAUQUENES,72,CHANCO,7202,85 a 89,54,68,122
3957,MAULE,7,CAUQUENES,72,CHANCO,7202,90 a 94,9,26,35
3958,MAULE,7,CAUQUENES,72,CHANCO,7202,95 a 99,2,8,10
3959,MAULE,7,CAUQUENES,72,CHANCO,7202,100 o más,3,3,6
3960,MAULE,7,CAUQUENES,72,PELLUHUE,7203,Total Comunal,3765,3806,7571
3961,MAULE,7,CAUQUENES,72,PELLUHUE,7203,0 a 4,238,262,500
3962,MAULE,7,CAUQUENES,72,PELLUHUE,7203,5 a 9,259,240,499
3963,MAULE,7,CAUQUENES,72,PELLUHUE,7203,10 a 14,252,263,515
3964,MAULE,7,CAUQUENES,72,PELLUHUE,7203,15 a 19,208,174,382
3965,MAULE,7,CAUQUENES,72,PELLUHUE,7203,20 a 24,176,221,397
3966,MAULE,7,CAUQUENES,72,PELLUHUE,7203,25 a 29,254,285,539
3967,MAULE,7,CAUQUENES,72,PELLUHUE,7203,30 a 34,251,280,531
3968,MAULE,7,CAUQUENES,72,PELLUHUE,7203,35 a 39,268,238,506
3969,MAULE,7,CAUQUENES,72,PELLUHUE,7203,40 a 44,250,229,479
3970,MAULE,7,CAUQUENES,72,PELLUHUE,7203,45 a 49,256,258,514
3971,MAULE,7,CAUQUENES,72,PELLUHUE,7203,50 a 54,256,268,524
3972,MAULE,7,CAUQUENES,72,PELLUHUE,7203,55 a 59,249,224,473
3973,MAULE,7,CAUQUENES,72,PELLUHUE,7203,60 a 64,220,222,442
3974,MAULE,7,CAUQUENES,72,PELLUHUE,7203,65 a 69,213,200,413
3975,MAULE,7,CAUQUENES,72,PELLUHUE,7203,70 a 74,155,173,328
3976,MAULE,7,CAUQUENES,72,PELLUHUE,7203,75 a 79,135,120,255
3977,MAULE,7,CAUQUENES,72,PELLUHUE,7203,80 a 84,72,65,137
3978,MAULE,7,CAUQUENES,72,PELLUHUE,7203,85 a 89,40,58,98
3979,MAULE,7,CAUQUENES,72,PELLUHUE,7203,90 a 94,12,23,35
3980,MAULE,7,CAUQUENES,72,PELLUHUE,7203,95 a 99,1,3,4
3981,MAULE,7,CAUQUENES,72,PELLUHUE,7203,100 o más,0,0,0
3982,MAULE,7,CURICÓ,73,CURICÓ,7301,Total Comunal,72511,76625,149136
3983,MAULE,7,CURICÓ,73,CURICÓ,7301,0 a 4,5112,5063,10175
3984,MAULE,7,CURICÓ,73,CURICÓ,7301,5 a 9,5312,5276,10588
3985,MAULE,7,CURICÓ,73,CURICÓ,7301,10 a 14,5227,4872,10099
3986,MAULE,7,CURICÓ,73,CURICÓ,7301,15 a 19,5321,5026,10347
3987,MAULE,7,CURICÓ,73,CURICÓ,7301,20 a 24,5361,5246,10607
3988,MAULE,7,CURICÓ,73,CURICÓ,7301,25 a 29,5931,6071,12002
3989,MAULE,7,CURICÓ,73,CURICÓ,7301,30 a 34,5234,5491,10725
3990,MAULE,7,CURICÓ,73,CURICÓ,7301,35 a 39,5056,5356,10412
3991,MAULE,7,CURICÓ,73,CURICÓ,7301,40 a 44,5258,5693,10951
3992,MAULE,7,CURICÓ,73,CURICÓ,7301,45 a 49,4776,5223,9999
3993,MAULE,7,CURICÓ,73,CURICÓ,7301,50 a 54,5036,5527,10563
3994,MAULE,7,CURICÓ,73,CURICÓ,7301,55 a 59,4307,4877,9184
3995,MAULE,7,CURICÓ,73,CURICÓ,7301,60 a 64,3501,3821,7322
3996,MAULE,7,CURICÓ,73,CURICÓ,7301,65 a 69,2614,2971,5585
3997,MAULE,7,CURICÓ,73,CURICÓ,7301,70 a 74,1858,2259,4117
3998,MAULE,7,CURICÓ,73,CURICÓ,7301,75 a 79,1322,1640,2962
3999,MAULE,7,CURICÓ,73,CURICÓ,7301,80 a 84,688,1112,1800
4000,MAULE,7,CURICÓ,73,CURICÓ,7301,85 a 89,412,710,1122
4001,MAULE,7,CURICÓ,73,CURICÓ,7301,90 a 94,139,288,427
4002,MAULE,7,CURICÓ,73,CURICÓ,7301,95 a 99,29,72,101
4003,MAULE,7,CURICÓ,73,CURICÓ,7301,100 o más,17,31,48
4004,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,Total Comunal,4883,4774,9657
4005,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,0 a 4,268,265,533
4006,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,5 a 9,319,282,601
4007,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,10 a 14,313,294,607
4008,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,15 a 19,315,292,607
4009,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,20 a 24,274,276,550
4010,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,25 a 29,299,316,615
4011,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,30 a 34,258,278,536
4012,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,35 a 39,287,298,585
4013,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,40 a 44,340,324,664
4014,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,45 a 49,359,376,735
4015,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,50 a 54,366,346,712
4016,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,55 a 59,362,320,682
4017,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,60 a 64,313,315,628
4018,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,65 a 69,269,242,511
4019,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,70 a 74,221,192,413
4020,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,75 a 79,138,133,271
4021,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,80 a 84,95,113,208
4022,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,85 a 89,66,72,138
4023,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,90 a 94,17,33,50
4024,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,95 a 99,2,6,8
4025,MAULE,7,CURICÓ,73,HUALAÑÉ,7302,100 o más,2,1,3
4026,MAULE,7,CURICÓ,73,LICANTÉN,7303,Total Comunal,3353,3300,6653
4027,MAULE,7,CURICÓ,73,LICANTÉN,7303,0 a 4,167,194,361
4028,MAULE,7,CURICÓ,73,LICANTÉN,7303,5 a 9,232,220,452
4029,MAULE,7,CURICÓ,73,LICANTÉN,7303,10 a 14,214,201,415
4030,MAULE,7,CURICÓ,73,LICANTÉN,7303,15 a 19,208,189,397
4031,MAULE,7,CURICÓ,73,LICANTÉN,7303,20 a 24,180,156,336
4032,MAULE,7,CURICÓ,73,LICANTÉN,7303,25 a 29,234,240,474
4033,MAULE,7,CURICÓ,73,LICANTÉN,7303,30 a 34,192,233,425
4034,MAULE,7,CURICÓ,73,LICANTÉN,7303,35 a 39,211,209,420
4035,MAULE,7,CURICÓ,73,LICANTÉN,7303,40 a 44,240,218,458
4036,MAULE,7,CURICÓ,73,LICANTÉN,7303,45 a 49,242,232,474
4037,MAULE,7,CURICÓ,73,LICANTÉN,7303,50 a 54,302,284,586
4038,MAULE,7,CURICÓ,73,LICANTÉN,7303,55 a 59,229,233,462
